"stand_id","species","count","height_from","height_to","age","forest_type"
1,"Bene",450,2.87,3.07,11,"bene"
1,"Bene",450,1.45,1.65,11,"bene"
1,"Bene",450,2.48,2.68,11,"bene"
1,"Bene",450,1.33,1.53,11,"bene"
1,"Bene",450,1.54,1.74,11,"bene"
1,"Bene",450,0.51,0.71,11,"bene"
1,"Bene",450,2.08,2.28,11,"bene"
1,"Bene",450,2.5,2.7,11,"bene"
1,"Bene",450,2.2,2.4,11,"bene"
1,"Bene",450,1.65,1.85,11,"bene"
1,"Bene",450,2.25,2.45,11,"bene"
1,"Bene",450,0.97,1.17,11,"bene"
1,"Bene",450,1.57,1.77,11,"bene"
1,"Bene",450,2.4,2.6,11,"bene"
1,"Bene",450,3.7,3.9,11,"bene"
1,"Bene",450,1.75,1.95,11,"bene"
1,"Bene",450,1.61,1.81,11,"bene"
1,"Bene",450,2.23,2.43,11,"bene"
1,"Bene",450,1.52,1.72,11,"bene"
1,"Bene",450,0.33,0.53,11,"bene"
2,"Bene",100,1.3,1.5,11,"bene"
2,"Bene",100,2.98,3.18,11,"bene"
2,"Bene",100,1.61,1.81,11,"bene"
2,"Bene",100,1.77,1.97,11,"bene"
2,"Bene",100,0.4,0.6,11,"bene"
2,"Bene",100,2.22,2.42,11,"bene"
2,"Bene",100,1.43,1.63,11,"bene"
2,"Bene",100,2.64,2.84,11,"bene"
2,"Bene",100,2.68,2.88,11,"bene"
2,"Bene",100,0.66,0.86,11,"bene"
2,"Bene",100,0.88,1.08,11,"bene"
2,"Bene",100,0.48,0.68,11,"bene"
2,"Bene",100,2.76,2.96,11,"bene"
2,"Bene",100,2.27,2.47,11,"bene"
2,"Bene",100,1.22,1.42,11,"bene"
2,"Bene",100,1.34,1.54,11,"bene"
2,"Bene",100,1.67,1.87,11,"bene"
2,"Bene",100,0.61,0.81,11,"bene"
2,"Bene",100,2.04,2.24,11,"bene"
2,"Bene",100,3.46,3.66,11,"bene"
3,"Bene",300,0.3,0.5,11,"bene"
3,"Bene",300,2.12,2.32,11,"bene"
3,"Bene",300,0.82,1.02,11,"bene"
3,"Bene",300,1.6,1.8,11,"bene"
3,"Bene",300,0.69,0.89,11,"bene"
3,"Bene",300,0.88,1.08,11,"bene"
3,"Bene",300,1.17,1.37,11,"bene"
3,"Bene",300,3.28,3.48,11,"bene"
3,"Bene",300,1.13,1.33,11,"bene"
3,"Bene",300,3.02,3.22,11,"bene"
3,"Bene",300,0.91,1.11,11,"bene"
3,"Bene",300,1.54,1.74,11,"bene"
3,"Bene",300,2.33,2.53,11,"bene"
3,"Bene",300,0.63,0.83,11,"bene"
3,"Bene",300,2.19,2.39,11,"bene"
3,"Bene",300,1.86,2.06,11,"bene"
3,"Bene",300,3.69,3.89,11,"bene"
3,"Bene",300,2.05,2.25,11,"bene"
3,"Bene",300,0.34,0.54,11,"bene"
3,"Bene",300,2.41,2.61,11,"bene"
4,"Bene",6450,1.02,1.22,11,"bene"
4,"Bene",6450,0.41,0.61,11,"bene"
4,"Bene",6450,0.68,0.88,11,"bene"
4,"Bene",6450,1.38,1.58,11,"bene"
4,"Bene",6450,1.34,1.54,11,"bene"
4,"Bene",6450,1.43,1.63,11,"bene"
4,"Bene",6450,0.89,1.09,11,"bene"
4,"Bene",6450,3.17,3.37,11,"bene"
4,"Bene",6450,1.3,1.5,11,"bene"
4,"Bene",6450,1.58,1.78,11,"bene"
4,"Bene",6450,0.97,1.17,11,"bene"
4,"Bene",6450,1.28,1.48,11,"bene"
4,"Bene",6450,0.05,0.25,11,"bene"
4,"Bene",6450,0.88,1.08,11,"bene"
4,"Bene",6450,2.24,2.44,11,"bene"
4,"Bene",6450,2.24,2.44,11,"bene"
4,"Bene",6450,2.6,2.8,11,"bene"
4,"Bene",6450,0.14,0.34,11,"bene"
4,"Bene",6450,0.78,0.98,11,"bene"
4,"Bene",6450,1.85,2.05,11,"bene"
5,"Bene",4350,0.48,0.68,11,"bene"
5,"Bene",4350,2.09,2.29,11,"bene"
5,"Bene",4350,0.74,0.94,11,"bene"
5,"Bene",4350,2.07,2.27,11,"bene"
5,"Bene",4350,0.42,0.62,11,"bene"
5,"Bene",4350,0.31,0.51,11,"bene"
5,"Bene",4350,2.29,2.49,11,"bene"
5,"Bene",4350,1.68,1.88,11,"bene"
5,"Bene",4350,0.48,0.68,11,"bene"
5,"Bene",4350,2,2.2,11,"bene"
5,"Bene",4350,1.5,1.7,11,"bene"
5,"Bene",4350,1.82,2.02,11,"bene"
5,"Bene",4350,0.4,0.6,11,"bene"
5,"Bene",4350,1.83,2.03,11,"bene"
5,"Bene",4350,1.12,1.32,11,"bene"
5,"Bene",4350,1.4,1.6,11,"bene"
5,"Bene",4350,0.68,0.88,11,"bene"
5,"Bene",4350,2.98,3.18,11,"bene"
5,"Bene",4350,2.98,3.18,11,"bene"
5,"Bene",4350,0.9,1.1,11,"bene"
6,"Bene",23150,2.42,2.62,11,"bene"
6,"Bene",23150,1.32,1.52,11,"bene"
6,"Bene",23150,0.79,0.99,11,"bene"
6,"Bene",23150,0.84,1.04,11,"bene"
6,"Bene",23150,2.51,2.71,11,"bene"
6,"Bene",23150,0.93,1.13,11,"bene"
6,"Bene",23150,0.94,1.14,11,"bene"
6,"Bene",23150,1.01,1.21,11,"bene"
6,"Bene",23150,1.2,1.4,11,"bene"
6,"Bene",23150,2.43,2.63,11,"bene"
6,"Bene",23150,3.68,3.88,11,"bene"
6,"Bene",23150,1.62,1.82,11,"bene"
6,"Bene",23150,1.25,1.45,11,"bene"
6,"Bene",23150,0.97,1.17,11,"bene"
6,"Bene",23150,3.25,3.45,11,"bene"
6,"Bene",23150,0.49,0.69,11,"bene"
6,"Bene",23150,1.52,1.72,11,"bene"
6,"Bene",23150,0.94,1.14,11,"bene"
6,"Bene",23150,1.61,1.81,11,"bene"
6,"Bene",23150,3.7,3.9,11,"bene"
7,"Bene",2100,0.8,1,11,"bene"
7,"Bene",2100,0.22,0.42,11,"bene"
7,"Bene",2100,1.53,1.73,11,"bene"
7,"Bene",2100,3.58,3.78,11,"bene"
7,"Bene",2100,1.2,1.4,11,"bene"
7,"Bene",2100,2.65,2.85,11,"bene"
7,"Bene",2100,1.81,2.01,11,"bene"
7,"Bene",2100,1.75,1.95,11,"bene"
7,"Bene",2100,0.23,0.43,11,"bene"
7,"Bene",2100,0.58,0.78,11,"bene"
7,"Bene",2100,0.78,0.98,11,"bene"
7,"Bene",2100,0.35,0.55,11,"bene"
7,"Bene",2100,0.6,0.8,11,"bene"
7,"Bene",2100,1.51,1.71,11,"bene"
7,"Bene",2100,2.07,2.27,11,"bene"
7,"Bene",2100,1.72,1.92,11,"bene"
7,"Bene",2100,1.34,1.54,11,"bene"
7,"Bene",2100,1.72,1.92,11,"bene"
7,"Bene",2100,2.01,2.21,11,"bene"
7,"Bene",2100,1,1.2,11,"bene"
8,"Bene",550,1.06,1.26,11,"bene"
8,"Bene",550,2.29,2.49,11,"bene"
8,"Bene",550,2.37,2.57,11,"bene"
8,"Bene",550,0.7,0.9,11,"bene"
8,"Bene",550,1.71,1.91,11,"bene"
8,"Bene",550,0.88,1.08,11,"bene"
8,"Bene",550,1.3,1.5,11,"bene"
8,"Bene",550,0.31,0.51,11,"bene"
8,"Bene",550,3.61,3.81,11,"bene"
8,"Bene",550,1.01,1.21,11,"bene"
8,"Bene",550,2.79,2.99,11,"bene"
8,"Bene",550,3.7,3.9,11,"bene"
8,"Bene",550,1.78,1.98,11,"bene"
8,"Bene",550,2.23,2.43,11,"bene"
8,"Bene",550,1.18,1.38,11,"bene"
8,"Bene",550,3.23,3.43,11,"bene"
8,"Bene",550,1.77,1.97,11,"bene"
8,"Bene",550,1.19,1.39,11,"bene"
8,"Bene",550,2,2.2,11,"bene"
8,"Bene",550,2.2,2.4,11,"bene"
9,"Bene",1250,3.03,3.23,11,"bene"
9,"Bene",1250,2.34,2.54,11,"bene"
9,"Bene",1250,0.74,0.94,11,"bene"
9,"Bene",1250,2.69,2.89,11,"bene"
9,"Bene",1250,1.6,1.8,11,"bene"
9,"Bene",1250,1.85,2.05,11,"bene"
9,"Bene",1250,1.37,1.57,11,"bene"
9,"Bene",1250,1.37,1.57,11,"bene"
9,"Bene",1250,0.91,1.11,11,"bene"
9,"Bene",1250,1.98,2.18,11,"bene"
9,"Bene",1250,1.49,1.69,11,"bene"
9,"Bene",1250,1.14,1.34,11,"bene"
9,"Bene",1250,0.72,0.92,11,"bene"
9,"Bene",1250,1.19,1.39,11,"bene"
9,"Bene",1250,2.53,2.73,11,"bene"
9,"Bene",1250,1.45,1.65,11,"bene"
9,"Bene",1250,1.06,1.26,11,"bene"
9,"Bene",1250,1.37,1.57,11,"bene"
9,"Bene",1250,3.02,3.22,11,"bene"
9,"Bene",1250,0.87,1.07,11,"bene"
10,"Bene",1250,3.24,3.44,11,"bene"
10,"Bene",1250,1.99,2.19,11,"bene"
10,"Bene",1250,0.86,1.06,11,"bene"
10,"Bene",1250,0.81,1.01,11,"bene"
10,"Bene",1250,2.59,2.79,11,"bene"
10,"Bene",1250,1.44,1.64,11,"bene"
10,"Bene",1250,3,3.2,11,"bene"
10,"Bene",1250,1.66,1.86,11,"bene"
10,"Bene",1250,1.03,1.23,11,"bene"
10,"Bene",1250,0.25,0.45,11,"bene"
10,"Bene",1250,2.92,3.12,11,"bene"
10,"Bene",1250,1.55,1.75,11,"bene"
10,"Bene",1250,0.63,0.83,11,"bene"
10,"Bene",1250,1.96,2.16,11,"bene"
10,"Bene",1250,1.72,1.92,11,"bene"
10,"Bene",1250,1.11,1.31,11,"bene"
10,"Bene",1250,2.07,2.27,11,"bene"
10,"Bene",1250,1,1.2,11,"bene"
10,"Bene",1250,0.93,1.13,11,"bene"
10,"Bene",1250,1.5,1.7,11,"bene"
11,"Bene",3600,0.78,0.98,11,"bene"
11,"Bene",3600,2.09,2.29,11,"bene"
11,"Bene",3600,1.76,1.96,11,"bene"
11,"Bene",3600,3.7,3.9,11,"bene"
11,"Bene",3600,0.73,0.93,11,"bene"
11,"Bene",3600,2.28,2.48,11,"bene"
11,"Bene",3600,0.42,0.62,11,"bene"
11,"Bene",3600,2.11,2.31,11,"bene"
11,"Bene",3600,3.43,3.63,11,"bene"
11,"Bene",3600,0.83,1.03,11,"bene"
11,"Bene",3600,2.05,2.25,11,"bene"
11,"Bene",3600,0.69,0.89,11,"bene"
11,"Bene",3600,0.74,0.94,11,"bene"
11,"Bene",3600,0.54,0.74,11,"bene"
11,"Bene",3600,1.9,2.1,11,"bene"
11,"Bene",3600,2.77,2.97,11,"bene"
11,"Bene",3600,1,1.2,11,"bene"
11,"Bene",3600,3.51,3.71,11,"bene"
11,"Bene",3600,2.4,2.6,11,"bene"
11,"Bene",3600,1.13,1.33,11,"bene"
12,"Bene",3050,1.31,1.51,11,"bene"
12,"Bene",3050,1.52,1.72,11,"bene"
12,"Bene",3050,2.59,2.79,11,"bene"
12,"Bene",3050,2.27,2.47,11,"bene"
12,"Bene",3050,3.16,3.36,11,"bene"
12,"Bene",3050,0.44,0.64,11,"bene"
12,"Bene",3050,1.58,1.78,11,"bene"
12,"Bene",3050,1.61,1.81,11,"bene"
12,"Bene",3050,0.98,1.18,11,"bene"
12,"Bene",3050,1.34,1.54,11,"bene"
12,"Bene",3050,0.81,1.01,11,"bene"
12,"Bene",3050,1.36,1.56,11,"bene"
12,"Bene",3050,3.07,3.27,11,"bene"
12,"Bene",3050,1.2,1.4,11,"bene"
12,"Bene",3050,1.46,1.66,11,"bene"
12,"Bene",3050,0.73,0.93,11,"bene"
12,"Bene",3050,0.58,0.78,11,"bene"
12,"Bene",3050,1.32,1.52,11,"bene"
12,"Bene",3050,0.6,0.8,11,"bene"
12,"Bene",3050,2.08,2.28,11,"bene"
13,"Bene",1750,2.91,3.11,11,"bene"
13,"Bene",1750,0.91,1.11,11,"bene"
13,"Bene",1750,0.58,0.78,11,"bene"
13,"Bene",1750,0.28,0.48,11,"bene"
13,"Bene",1750,1.34,1.54,11,"bene"
13,"Bene",1750,1.65,1.85,11,"bene"
13,"Bene",1750,2.15,2.35,11,"bene"
13,"Bene",1750,0.3,0.5,11,"bene"
13,"Bene",1750,1.01,1.21,11,"bene"
13,"Bene",1750,0.97,1.17,11,"bene"
13,"Bene",1750,1.75,1.95,11,"bene"
13,"Bene",1750,2.94,3.14,11,"bene"
13,"Bene",1750,2.21,2.41,11,"bene"
13,"Bene",1750,2.9,3.1,11,"bene"
13,"Bene",1750,1.22,1.42,11,"bene"
13,"Bene",1750,2.12,2.32,11,"bene"
13,"Bene",1750,1.58,1.78,11,"bene"
13,"Bene",1750,2.51,2.71,11,"bene"
13,"Bene",1750,0.91,1.11,11,"bene"
13,"Bene",1750,1.56,1.76,11,"bene"
14,"Bene",1300,1.82,2.02,11,"bene"
14,"Bene",1300,3.18,3.38,11,"bene"
14,"Bene",1300,1.24,1.44,11,"bene"
14,"Bene",1300,0.05,0.25,11,"bene"
14,"Bene",1300,2.09,2.29,11,"bene"
14,"Bene",1300,1.48,1.68,11,"bene"
14,"Bene",1300,0.9,1.1,11,"bene"
14,"Bene",1300,3.37,3.57,11,"bene"
14,"Bene",1300,3.27,3.47,11,"bene"
14,"Bene",1300,0.75,0.95,11,"bene"
14,"Bene",1300,0.7,0.9,11,"bene"
14,"Bene",1300,2.55,2.75,11,"bene"
14,"Bene",1300,0.43,0.63,11,"bene"
14,"Bene",1300,0.97,1.17,11,"bene"
14,"Bene",1300,1.81,2.01,11,"bene"
14,"Bene",1300,2.93,3.13,11,"bene"
14,"Bene",1300,1.16,1.36,11,"bene"
14,"Bene",1300,1.44,1.64,11,"bene"
14,"Bene",1300,0.57,0.77,11,"bene"
14,"Bene",1300,0.3,0.5,11,"bene"
15,"Bene",50,3.7,3.9,11,"bene"
15,"Bene",50,1.11,1.31,11,"bene"
15,"Bene",50,1.94,2.14,11,"bene"
15,"Bene",50,1.75,1.95,11,"bene"
15,"Bene",50,1.29,1.49,11,"bene"
15,"Bene",50,0.75,0.95,11,"bene"
15,"Bene",50,1.25,1.45,11,"bene"
15,"Bene",50,1.32,1.52,11,"bene"
15,"Bene",50,1.11,1.31,11,"bene"
15,"Bene",50,1.54,1.74,11,"bene"
15,"Bene",50,1.24,1.44,11,"bene"
15,"Bene",50,1.82,2.02,11,"bene"
15,"Bene",50,2.29,2.49,11,"bene"
15,"Bene",50,1.91,2.11,11,"bene"
15,"Bene",50,2.41,2.61,11,"bene"
15,"Bene",50,2.88,3.08,11,"bene"
15,"Bene",50,2.74,2.94,11,"bene"
15,"Bene",50,0.99,1.19,11,"bene"
15,"Bene",50,2.17,2.37,11,"bene"
15,"Bene",50,0.74,0.94,11,"bene"
16,"Bene",6950,0.64,0.84,11,"bene"
16,"Bene",6950,1.16,1.36,11,"bene"
16,"Bene",6950,2,2.2,11,"bene"
16,"Bene",6950,1.86,2.06,11,"bene"
16,"Bene",6950,1.67,1.87,11,"bene"
16,"Bene",6950,2.55,2.75,11,"bene"
16,"Bene",6950,0.98,1.18,11,"bene"
16,"Bene",6950,1.11,1.31,11,"bene"
16,"Bene",6950,0.11,0.31,11,"bene"
16,"Bene",6950,0.37,0.57,11,"bene"
16,"Bene",6950,1.02,1.22,11,"bene"
16,"Bene",6950,0.7,0.9,11,"bene"
16,"Bene",6950,1.32,1.52,11,"bene"
16,"Bene",6950,1.15,1.35,11,"bene"
16,"Bene",6950,3.61,3.81,11,"bene"
16,"Bene",6950,0.06,0.26,11,"bene"
16,"Bene",6950,0.66,0.86,11,"bene"
16,"Bene",6950,0.95,1.15,11,"bene"
16,"Bene",6950,2.07,2.27,11,"bene"
16,"Bene",6950,1.22,1.42,11,"bene"
17,"Potr",5200,0.12,0.32,11,"mixed"
17,"Bene",1300,0.52,0.72,11,"mixed"
17,"Pigl",1300,0.25,0.45,11,"mixed"
17,"Potr",5200,0.11,0.31,11,"mixed"
17,"Bene",1300,0.42,0.62,11,"mixed"
17,"Pigl",1300,0.05,0.25,11,"mixed"
17,"Potr",5200,2.22,2.42,11,"mixed"
17,"Bene",1300,0.75,0.95,11,"mixed"
17,"Pigl",1300,0.61,0.81,11,"mixed"
17,"Potr",5200,0.3,0.5,11,"mixed"
17,"Bene",1300,1.15,1.35,11,"mixed"
17,"Pigl",1300,0.12,0.32,11,"mixed"
17,"Potr",5200,0.94,1.14,11,"mixed"
17,"Bene",1300,1.85,2.05,11,"mixed"
17,"Pigl",1300,0.31,0.51,11,"mixed"
17,"Potr",5200,0.42,0.62,11,"mixed"
17,"Bene",1300,1.81,2.01,11,"mixed"
17,"Pigl",1300,0.17,0.37,11,"mixed"
17,"Potr",5200,1.23,1.43,11,"mixed"
17,"Bene",1300,1.1,1.3,11,"mixed"
17,"Pigl",1300,0.25,0.45,11,"mixed"
17,"Potr",5200,2.57,2.77,11,"mixed"
17,"Bene",1300,1.18,1.38,11,"mixed"
17,"Pigl",1300,0.23,0.43,11,"mixed"
17,"Potr",5200,0.63,0.83,11,"mixed"
17,"Bene",1300,1.43,1.63,11,"mixed"
17,"Pigl",1300,0.12,0.32,11,"mixed"
17,"Potr",5200,0.15,0.35,11,"mixed"
17,"Bene",1300,0.56,0.76,11,"mixed"
17,"Pigl",1300,0.06,0.26,11,"mixed"
17,"Potr",5200,1.69,1.89,11,"mixed"
17,"Bene",1300,0.14,0.34,11,"mixed"
17,"Pigl",1300,0.2,0.4,11,"mixed"
17,"Potr",5200,0.05,0.25,11,"mixed"
17,"Bene",1300,1.98,2.18,11,"mixed"
17,"Pigl",1300,0.1,0.3,11,"mixed"
17,"Potr",5200,1.8,2,11,"mixed"
17,"Bene",1300,0.08,0.28,11,"mixed"
17,"Pigl",1300,0.13,0.33,11,"mixed"
17,"Potr",5200,0.93,1.13,11,"mixed"
17,"Bene",1300,1.41,1.61,11,"mixed"
17,"Pigl",1300,0.47,0.67,11,"mixed"
17,"Potr",5200,0.05,0.25,11,"mixed"
17,"Bene",1300,1.44,1.64,11,"mixed"
17,"Pigl",1300,0.24,0.44,11,"mixed"
17,"Potr",5200,0.1,0.3,11,"mixed"
17,"Bene",1300,2.32,2.52,11,"mixed"
17,"Pigl",1300,0.48,0.68,11,"mixed"
17,"Potr",5200,0.41,0.61,11,"mixed"
17,"Bene",1300,1.64,1.84,11,"mixed"
17,"Pigl",1300,0.33,0.53,11,"mixed"
17,"Potr",5200,0.13,0.33,11,"mixed"
17,"Bene",1300,1.28,1.48,11,"mixed"
17,"Pigl",1300,0.32,0.52,11,"mixed"
17,"Potr",5200,0.17,0.37,11,"mixed"
17,"Bene",1300,1.84,2.04,11,"mixed"
17,"Pigl",1300,0.46,0.66,11,"mixed"
17,"Potr",5200,0.43,0.63,11,"mixed"
17,"Bene",1300,1.02,1.22,11,"mixed"
17,"Pigl",1300,0.29,0.49,11,"mixed"
18,"Potr",650,0.46,0.66,11,"mixed"
18,"Pigl",1450,0.15,0.35,11,"mixed"
18,"Potr",650,1.11,1.31,11,"mixed"
18,"Pigl",1450,0.39,0.59,11,"mixed"
18,"Potr",650,1.51,1.71,11,"mixed"
18,"Pigl",1450,0.35,0.55,11,"mixed"
18,"Potr",650,0.37,0.57,11,"mixed"
18,"Pigl",1450,0.15,0.35,11,"mixed"
18,"Potr",650,0.63,0.83,11,"mixed"
18,"Pigl",1450,0.39,0.59,11,"mixed"
18,"Potr",650,0.56,0.76,11,"mixed"
18,"Pigl",1450,0.25,0.45,11,"mixed"
18,"Potr",650,0.28,0.48,11,"mixed"
18,"Pigl",1450,0.42,0.62,11,"mixed"
18,"Potr",650,0.43,0.63,11,"mixed"
18,"Pigl",1450,0.44,0.64,11,"mixed"
18,"Potr",650,0.81,1.01,11,"mixed"
18,"Pigl",1450,0.3,0.5,11,"mixed"
18,"Potr",650,0.6,0.8,11,"mixed"
18,"Pigl",1450,0.2,0.4,11,"mixed"
18,"Potr",650,0.25,0.45,11,"mixed"
18,"Pigl",1450,0.29,0.49,11,"mixed"
18,"Potr",650,0.66,0.86,11,"mixed"
18,"Pigl",1450,0.29,0.49,11,"mixed"
18,"Potr",650,1.56,1.76,11,"mixed"
18,"Pigl",1450,0.74,0.94,11,"mixed"
18,"Potr",650,0.83,1.03,11,"mixed"
18,"Pigl",1450,0.24,0.44,11,"mixed"
18,"Potr",650,0.12,0.32,11,"mixed"
18,"Pigl",1450,0.17,0.37,11,"mixed"
18,"Potr",650,0.98,1.18,11,"mixed"
18,"Pigl",1450,0.13,0.33,11,"mixed"
18,"Potr",650,0.05,0.25,11,"mixed"
18,"Pigl",1450,0.05,0.25,11,"mixed"
18,"Potr",650,0.58,0.78,11,"mixed"
18,"Pigl",1450,0.47,0.67,11,"mixed"
18,"Potr",650,1.44,1.64,11,"mixed"
18,"Pigl",1450,0.38,0.58,11,"mixed"
18,"Potr",650,0.36,0.56,11,"mixed"
18,"Pigl",1450,0.16,0.36,11,"mixed"
19,"Potr",2800,0.44,0.64,11,"mixed"
19,"Bene",1800,1.95,2.15,11,"mixed"
19,"Pigl",550,0.05,0.25,11,"mixed"
19,"Potr",2800,0.22,0.42,11,"mixed"
19,"Bene",1800,1.86,2.06,11,"mixed"
19,"Pigl",550,0.49,0.69,11,"mixed"
19,"Potr",2800,1.35,1.55,11,"mixed"
19,"Bene",1800,1.59,1.79,11,"mixed"
19,"Pigl",550,0.13,0.33,11,"mixed"
19,"Potr",2800,0.56,0.76,11,"mixed"
19,"Bene",1800,2.06,2.26,11,"mixed"
19,"Pigl",550,0.27,0.47,11,"mixed"
19,"Potr",2800,0.61,0.81,11,"mixed"
19,"Bene",1800,1.18,1.38,11,"mixed"
19,"Pigl",550,0.05,0.25,11,"mixed"
19,"Potr",2800,0.49,0.69,11,"mixed"
19,"Bene",1800,3.88,4,11,"mixed"
19,"Pigl",550,0.05,0.25,11,"mixed"
19,"Potr",2800,0.42,0.62,11,"mixed"
19,"Bene",1800,3.62,3.82,11,"mixed"
19,"Pigl",550,0.68,0.88,11,"mixed"
19,"Potr",2800,0.56,0.76,11,"mixed"
19,"Bene",1800,2.14,2.34,11,"mixed"
19,"Pigl",550,0.07,0.27,11,"mixed"
19,"Potr",2800,0.21,0.41,11,"mixed"
19,"Bene",1800,0.83,1.03,11,"mixed"
19,"Pigl",550,0.22,0.42,11,"mixed"
19,"Potr",2800,0.05,0.25,11,"mixed"
19,"Bene",1800,0.95,1.15,11,"mixed"
19,"Pigl",550,0.28,0.48,11,"mixed"
19,"Potr",2800,0.64,0.84,11,"mixed"
19,"Bene",1800,0.9,1.1,11,"mixed"
19,"Pigl",550,0.12,0.32,11,"mixed"
19,"Potr",2800,0.44,0.64,11,"mixed"
19,"Bene",1800,2.48,2.68,11,"mixed"
19,"Pigl",550,0.14,0.34,11,"mixed"
19,"Potr",2800,0.46,0.66,11,"mixed"
19,"Bene",1800,1.06,1.26,11,"mixed"
19,"Pigl",550,0.05,0.25,11,"mixed"
19,"Potr",2800,0.96,1.16,11,"mixed"
19,"Bene",1800,1.64,1.84,11,"mixed"
19,"Pigl",550,0.21,0.41,11,"mixed"
19,"Potr",2800,0.32,0.52,11,"mixed"
19,"Bene",1800,1.11,1.31,11,"mixed"
19,"Pigl",550,0.74,0.94,11,"mixed"
19,"Potr",2800,0.79,0.99,11,"mixed"
19,"Bene",1800,1.12,1.32,11,"mixed"
19,"Pigl",550,0.07,0.27,11,"mixed"
19,"Potr",2800,0.26,0.46,11,"mixed"
19,"Bene",1800,2.48,2.68,11,"mixed"
19,"Pigl",550,0.21,0.41,11,"mixed"
19,"Potr",2800,0.39,0.59,11,"mixed"
19,"Bene",1800,1.5,1.7,11,"mixed"
19,"Pigl",550,0.28,0.48,11,"mixed"
19,"Potr",2800,1.01,1.21,11,"mixed"
19,"Bene",1800,2.11,2.31,11,"mixed"
19,"Pigl",550,0.09,0.29,11,"mixed"
19,"Potr",2800,1.39,1.59,11,"mixed"
19,"Bene",1800,2.52,2.72,11,"mixed"
19,"Pigl",550,0.05,0.25,11,"mixed"
20,"Potr",1300,0.66,0.86,11,"mixed"
20,"Bene",950,0.33,0.53,11,"mixed"
20,"Pigl",2450,0.19,0.39,11,"mixed"
20,"Potr",1300,0.94,1.14,11,"mixed"
20,"Bene",950,1.32,1.52,11,"mixed"
20,"Pigl",2450,0.3,0.5,11,"mixed"
20,"Potr",1300,0.61,0.81,11,"mixed"
20,"Bene",950,1.4,1.6,11,"mixed"
20,"Pigl",2450,0.09,0.29,11,"mixed"
20,"Potr",1300,0.29,0.49,11,"mixed"
20,"Bene",950,1.73,1.93,11,"mixed"
20,"Pigl",2450,0.4,0.6,11,"mixed"
20,"Potr",1300,0.29,0.49,11,"mixed"
20,"Bene",950,2.37,2.57,11,"mixed"
20,"Pigl",2450,0.2,0.4,11,"mixed"
20,"Potr",1300,0.31,0.51,11,"mixed"
20,"Bene",950,0.76,0.96,11,"mixed"
20,"Pigl",2450,0.31,0.51,11,"mixed"
20,"Potr",1300,0.15,0.35,11,"mixed"
20,"Bene",950,3.44,3.64,11,"mixed"
20,"Pigl",2450,0.48,0.68,11,"mixed"
20,"Potr",1300,1.64,1.84,11,"mixed"
20,"Bene",950,1.5,1.7,11,"mixed"
20,"Pigl",2450,0.05,0.25,11,"mixed"
20,"Potr",1300,0.79,0.99,11,"mixed"
20,"Bene",950,1.35,1.55,11,"mixed"
20,"Pigl",2450,0.13,0.33,11,"mixed"
20,"Potr",1300,0.09,0.29,11,"mixed"
20,"Bene",950,1.43,1.63,11,"mixed"
20,"Pigl",2450,0.22,0.42,11,"mixed"
20,"Potr",1300,0.23,0.43,11,"mixed"
20,"Bene",950,2,2.2,11,"mixed"
20,"Pigl",2450,0.3,0.5,11,"mixed"
20,"Potr",1300,1.48,1.68,11,"mixed"
20,"Bene",950,2.92,3.12,11,"mixed"
20,"Pigl",2450,0.38,0.58,11,"mixed"
20,"Potr",1300,0.41,0.61,11,"mixed"
20,"Bene",950,1.52,1.72,11,"mixed"
20,"Pigl",2450,0.05,0.25,11,"mixed"
20,"Potr",1300,0.16,0.36,11,"mixed"
20,"Bene",950,0.27,0.47,11,"mixed"
20,"Pigl",2450,0.05,0.25,11,"mixed"
20,"Potr",1300,0.38,0.58,11,"mixed"
20,"Bene",950,0.05,0.25,11,"mixed"
20,"Pigl",2450,0.33,0.53,11,"mixed"
20,"Potr",1300,0.15,0.35,11,"mixed"
20,"Bene",950,1.39,1.59,11,"mixed"
20,"Pigl",2450,0.24,0.44,11,"mixed"
20,"Potr",1300,0.76,0.96,11,"mixed"
20,"Bene",950,1.08,1.28,11,"mixed"
20,"Pigl",2450,0.13,0.33,11,"mixed"
20,"Potr",1300,0.28,0.48,11,"mixed"
20,"Bene",950,1.17,1.37,11,"mixed"
20,"Pigl",2450,0.54,0.74,11,"mixed"
20,"Potr",1300,1.25,1.45,11,"mixed"
20,"Bene",950,3.73,3.93,11,"mixed"
20,"Pigl",2450,0.05,0.25,11,"mixed"
20,"Potr",1300,1.31,1.51,11,"mixed"
20,"Bene",950,1.79,1.99,11,"mixed"
20,"Pigl",2450,0.43,0.63,11,"mixed"
21,"Potr",2650,0.62,0.82,11,"mixed"
21,"Bene",1050,1.83,2.03,11,"mixed"
21,"Pigl",1800,0.41,0.61,11,"mixed"
21,"Potr",2650,0.18,0.38,11,"mixed"
21,"Bene",1050,1.28,1.48,11,"mixed"
21,"Pigl",1800,0.55,0.75,11,"mixed"
21,"Potr",2650,0.36,0.56,11,"mixed"
21,"Bene",1050,2.33,2.53,11,"mixed"
21,"Pigl",1800,0.23,0.43,11,"mixed"
21,"Potr",2650,0.67,0.87,11,"mixed"
21,"Bene",1050,0.26,0.46,11,"mixed"
21,"Pigl",1800,0.15,0.35,11,"mixed"
21,"Potr",2650,0.05,0.25,11,"mixed"
